folder,folder_digitized,pdf_id,num_interviews,interview_num,header,subheader,location,interviewer,title
102,yes,897,1,1,"Darsey, Barbara B., Veronica E. Huss, Robert Cornwall, and N. C. Browder (interviewers): ""We is Victims""","Horace Thompson, no date given, on the Georgia line near Blonts Ferry; black citrus worker Cellie Thompson, no date given, on the Georgia line near Blonts Ferry; black citrus worker, Avon Park, 8 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 102","Darsey, Barbara B., Veronica E. Huss, Robert Cornwall, and N. C. Browder (interviewers)","""We is Victims"""
103,yes,1021,1,1,"Darsey, Huss, and Cornwall (interviewers): Life History of the Thomas Family",Another version of the above interview.,"#03709, Subseries: ""1.2. Florida."" Folder 103","Darsey, Huss, and Cornwall (interviewers)",Life History of the Thomas Family
104,yes,955,1,1,Darsey and Huss (interviewers): Albert and Anne Denman,"Bob Franklin, circa 1894, Geneva County, Ala., white country store proprietor, farmer, Hicoria, 7 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 104",Darsey and Huss (interviewers),Albert and Anne Denman
105,yes,952,1,1,Darsey and Huss (interviewer): Virginia Suffolk,"Madge Wetherbee, 1881, Bradford, England, white poultry farmer, Avon Park, 14 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 105",Darsey and Huss (interviewer),Virginia Suffolk
106,yes,885,1,1,Darsey and Huss (interviewers): Mary Windsor,"Mrs. Senie Williams, circa 1915, Hardee County, white wife of sharecropper, Venus, no date given","#03709, Subseries: ""1.2. Florida."" Folder 106",Darsey and Huss (interviewers),Mary Windsor
107,yes,879,1,1,"Darsey, Barbara (interviewer): Frank and Ella Merryvale","Cornelia Mitchell, circa 1913, Lakeland, white citrus worker; Willard Mitchell, circa 1915, Oakland, Ga., white citrus worker, Sebring, 8 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 107","Darsey, Barbara (interviewer)",Frank and Ella Merryvale
108,yes,998,1,1,"Darsey, Barbara (interviewer): Maria Gonzales, Florida Squatter","Mrs. Texas Morgan, circa 1896, [Hardee County?], white squatter-farmer, Venus, 7 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 108","Darsey, Barbara (interviewer)","Maria Gonzales, Florida Squatter"
109,yes,991,1,1,Darsey and Stetson Kennedy (interviewers): Henry and Rosa Maddox,"Ed Moore, no date given, no place given, white squatter farmer, Venus, 22 November 1938","#03709, Subseries: ""1.2. Florida."" Folder 109",Darsey and Stetson Kennedy (interviewers),Henry and Rosa Maddox
110,yes,919,1,1,Darsey and Kennedy (interviewers): A Florida Squatter Family-Jason and Lily Iby,"W. Lundy, circa 1898, Pasco County, white squatter-farmer, Venus, 8 December 1938","#03709, Subseries: ""1.2. Florida."" Folder 110",Darsey and Kennedy (interviewers),A Florida Squatter Family-Jason and Lily Iby
111,yes,966,1,1,Darsey and Kennedy (interviewers): Florida Squatters,"Sectional descriptions of Florida squatters, December 1938","#03709, Subseries: ""1.2. Florida."" Folder 111",Darsey and Kennedy (interviewers),Florida Squatters
112,yes,935,1,1,"Diggs, Paul, Veronica Huss, and Evelyn Werner (interviewers): E. J. and Mattie Marshall, Overseer of Tenants","E. J. Marshall, 1869, Edgefield, S.C., black overseer of tenants; Mattie Marshall, 1872, Tampa, black housewife, Plant City, 15 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 112","Diggs, Paul, Veronica Huss, and Evelyn Werner (interviewers)","E. J. and Mattie Marshall, Overseer of Tenants"
113,yes,663,1,1,Diggs and Huss (interviewers): I Don't Do No Votin',"Lula Gray, circa 1902, Manna, S.C., black housewife; Rich Gray, 1888, Robertsville, S.C., black turpentine foreman, Carters, no date given","#03709, Subseries: ""1.2. Florida."" Folder 113",Diggs and Huss (interviewers),I Don't Do No Votin'
114,yes,985,1,1,Diggs and Werner (interviewers): George and Bessie Derrick,"George Derrick, 1886, Kingston, Jamaica, black tenant farmer; Bessie Derrick, no date given, no place given, black tenant farmer, Plant City, 10 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 114",Diggs and Werner (interviewers),George and Bessie Derrick
115,yes,953,1,1,Diggs and Huss (interviewers): William and Corneal Jackson,"William Jackson, Ocala, 1903, black, phosphate miner; Corneal Jackson, 1908, Key West, black, housewife, Lakeland, 20 January 1939","#03709, Subseries: ""1.2. Florida."" Folder 115",Diggs and Huss (interviewers),William and Corneal Jackson
116,yes,661,1,1,Diggs and Huss (interviewers): Rich and Lula Gray,"Rich Gray, 1888, Robertsville, S.C., black, turpentine foreman; Lula Gray, 1902, Manna, S.C., black, housewife, Carters, 27 January 1939","#03709, Subseries: ""1.2. Florida."" Folder 116",Diggs and Huss (interviewers),Rich and Lula Gray
117,yes,1013,1,1,"Dowda, Bill and Evelyn Werner (interviewers): Earl Guenther","Earl Guenther, 1897, Dayton, OH, white, barber, Palatka, no date given","#03709, Subseries: ""1.2. Florida."" Folder 117","Dowda, Bill and Evelyn Werner (interviewers)",Earl Guenther
118,yes,943,1,1,"Huss, Veronica E. (interviewer): Izzelly Haines","Izzelly Harding, no date given, Bahamas, Conch, midwife, Riviera, October 1938","#03709, Subseries: ""1.2. Florida."" Folder 118","Huss, Veronica E. (interviewer)",Izzelly Haines
119,yes,978,1,1,"Huss, Veronica E. (interviewer): Wilbur Edwards Roberts, A Riviera ""Conch""","Wilbur Edwards Roberts, circa 1855, Bahamas, Conch, fisherman, sponger, turtler, Riviera, 14 November 1938","#03709, Subseries: ""1.2. Florida."" Folder 119","Huss, Veronica E. (interviewer)","Wilbur Edwards Roberts, A Riviera ""Conch"""
120,yes,1019,1,1,"Huss, Veronica E. and S. Kennedy (interviewers): The Riviera Conchs (sectional description)","Immigrants from Bahamas of White-Negro ancestry, fishermen, Riviera, November 1938","#03709, Subseries: ""1.2. Florida."" Folder 120","Huss, Veronica E. and S. Kennedy (interviewers)",The Riviera Conchs (sectional description)
121,yes,913,1,1,"Kennedy, Stetson (interviewer): Enrique and Amanda","Adelpha Pollato, no date given, [Key West?], Cuban, cigar-maker, Ybor City, 3 January 1939","#03709, Subseries: ""1.2. Florida."" Folder 121","Kennedy, Stetson (interviewer)",Enrique and Amanda
122,yes,954,1,1,Two versions of the above interview,,"#03709, Subseries: ""1.2. Florida."" Folder 122-123",,Two versions of the above interview
123,yes,926,1,1,Two versions of the above interview,,"#03709, Subseries: ""1.2. Florida."" Folder 122-123",,Two versions of the above interview
124,yes,977,1,1,"Kennedy, Stetson (interviewer): Pedro and Estrella","Evelio Andur, no date given, no place given, Cuban cigar-box maker, Ybor City, 1 January 1939","#03709, Subseries: ""1.2. Florida."" Folder 124","Kennedy, Stetson (interviewer)",Pedro and Estrella
125,yes,899,1,1,"Kennedy, Stetson (interviewer): Mister Homer","Homer Jordan, no date given, Dinsmore, white salesman and installment collector, Jacksonville, 3 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 125","Kennedy, Stetson (interviewer)",Mister Homer
126,yes,664,1,1,"Sheperd, Rose (interviewer): Martin Cross, Wood and Fuel Dealer","Montgomery Corse, [1865?], [Virginia?], white, wood and fuel dealer, Jacksonville, 2 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 126","Sheperd, Rose (interviewer)","Martin Cross, Wood and Fuel Dealer"
127,yes,894,1,1,"Stedman, Lillian, Veronica Huss, and Robert Edwards (interviewers): Reverend W. C. Sale","Reverend W. C. Sale, no date given, Alabama, white, clergyman, Jacksonville, no date given","#03709, Subseries: ""1.2. Florida."" Folder 127","Stedman, Lillian, Veronica Huss, and Robert Edwards (interviewers)",Reverend W. C. Sale
128,yes,945,1,1,Stedman and Evelyn Werner (interviewers): George Harmon Kirby,"James Kerby Ward, no date given, Togo, white, bus driver, Jacksonville, no date given","#03709, Subseries: ""1.2. Florida."" Folder 128",Stedman and Evelyn Werner (interviewers),George Harmon Kirby
129,yes,890,1,1,Stedman and Werner (interviewers): A Greek Restauranteur [sic],"James Kivelos, no date given, no place given, Greek, Restauranteur, Jacksonville, 20 May 1939","#03709, Subseries: ""1.2. Florida."" Folder 129",Stedman and Werner (interviewers),A Greek Restauranteur [sic]
130,yes,973,1,1,Stedman and Werner (interviewers): Ceceilia Patrourtsa,"Cecelia Janes Lazos Poulos, no date given, Greece, Greek, wife of a restaurateur, Jacksonville, 21 April 1939","#03709, Subseries: ""1.2. Florida."" Folder 130",Stedman and Werner (interviewers),Ceceilia Patrourtsa
131,yes,917,1,1,Stedman and Werner (interviewers): James Kerby Ward,"James Kerby Ward, no date given, Togo, white, bus driver, Jacksonville, 17 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 131",Stedman and Werner (interviewers),James Kerby Ward
132,yes,882,1,1,Stedman and Werner (interviewers): Mayselle Sweat Green,"Mayselle Sweat Green, circa 1917, no place given, white, cigar factory worker, Jacksonville, 20 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 132",Stedman and Werner (interviewers),Mayselle Sweat Green
133,yes,862,1,1,Stedman and Werner (interviewers): Another version of the above interview,,"#03709, Subseries: ""1.2. Florida."" Folder 133",Stedman and Werner (interviewers),Another version of the above interview
134,yes,950,1,1,Stedman and Stetson Kennedy (interviewers): Robert Smith,"David Smith, circa 1901, no place given, white, sharecropper, elevator operator in a pulp mill, Jacksonville, 22 December 1938","#03709, Subseries: ""1.2. Florida."" Folder 134",Stedman and Stetson Kennedy (interviewers),Robert Smith
135,yes,941,1,1,"Valdes, F. (interviewer): Pedro Barrios","Pedro Barrios, 1881, Cerro, Havana, Cuba, Cuban, cigar-maker, cigar factory reader, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935","#03709, Subseries: ""1.2. Florida."" Folder 135","Valdes, F. (interviewer)",Pedro Barrios
136,yes,972,1,1,"Valdes, F. (interviewer): Dr. M. Santos","Dr. M Santos, 1888, Sagua la Grande, Cuba, Cuban, cigar-maker, optometrist, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935","#03709, Subseries: ""1.2. Florida."" Folder 136","Valdes, F. (interviewer)",Dr. M. Santos
137,yes,970,1,1,"Valdes, F. (interviewer): Enrique Pendas, Introduction","Enrique Pendas, 1865, Asturias, Spain, Spanish, owner cigar factory and chairman of Manufacturers' Association, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935","#03709, Subseries: ""1.2. Florida."" Folder 137","Valdes, F. (interviewer)","Enrique Pendas, Introduction"
138,yes,999,1,1,"Valdes, F. (interviewer): Enrique Pendas (same as above)","Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 138","Valdes, F. (interviewer)",Enrique Pendas (same as above)
139,yes,940,1,1,"Wood, Dorothy (interviewer): The Miller Family","Bob Lapham, circa 1907, no place given, white, artist, Miami Beach, 15 February 1939","#03709, Subseries: ""1.2. Florida."" Folder 139","Wood, Dorothy (interviewer)",The Miller Family
140,yes,1009,1,1,No Author: John Cacciatore,"John Cacciatore, 1860, Sicily, Italian, cigar-maker, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 140",No Author,John Cacciatore
141,yes,908,1,1,No Author: Fernando Lemos,"Fernando Lemos, 1870, Havana, Cuba, Cuban, cigar-maker, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 141",No Author,Fernando Lemos
142,yes,859,1,1,No Author: Domingo Ginesta,"Domingo Ginesta, 1865, Havana, Cuba, Cuban, cigar-maker, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 142",No Author,Domingo Ginesta
143,yes,904,1,1,No Author: Fermin Souto,"Fermin Souto, 1858, Ferrol de Galicia, Spain, Spanish, cigar-maker and secretary Spanish Club, Ybor City, 1935). Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 143",No Author,Fermin Souto
144,yes,963,1,1,No Author: My Opinion on the Autobiography Written by Mr. Cortina,"Gerardo Cortina Pinera, 1912, Havana, Cuba, Cuban, unemployed cigar-factory reader, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 144",No Author,My Opinion on the Autobiography Written by Mr. Cortina
145,yes,905,1,1,No Author: Gerardo Cortina Pinera (same as above),"Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 145",No Author,Gerardo Cortina Pinera (same as above)
146,yes,886,1,1,No Author: Jose Ramon Sanfeliz,"Jose Ramon Sanfeliz, 1870, Havana, Cuba, Cuban, cigar-maker and bartender, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 146",No Author,Jose Ramon Sanfeliz
147,yes,864,1,1,No Author: B. M. Balbontin,"B. M. Balbontin, 1863, Rumorose, Spain, Spanish, bartender, Ybor City, 1935. Note: Material from the Federal Emergency Relief Administration Sociological Survey, Ybor City, 1935.","#03709, Subseries: ""1.2. Florida."" Folder 147",No Author,B. M. Balbontin
148,yes,1006,1,1,"Adams, Morris (interviewer): Turnips Today, Turnips Tomorrow","George Carter, 1842, Virginia, black, ex-slave, Savannah, 17 January 1939","#03709, Subseries: ""1.3. Georgia."" Folder 148","Adams, Morris (interviewer)","Turnips Today, Turnips Tomorrow"
149,yes,1010,1,1,"Barie, A. G. (interviewer): Guess We Had Moving Fever","David Melvin, no date given, [Pickens County, N.C.?], white, tenant farmer, Powder Springs, 12 December 1938","#03709, Subseries: ""1.3. Georgia."" Folder 149","Barie, A. G. (interviewer)",Guess We Had Moving Fever
150,yes,960,1,1,"Barie, A. G. (interviewer): Another version of the above interview",,"#03709, Subseries: ""1.3. Georgia."" Folder 150","Barie, A. G. (interviewer)",Another version of the above interview
151,yes,895,1,1,"Barie, A. G. (interviewer): From around the World to a Georgia Farm","Ernest Gerber, circa 1883, Langnou, Switzerland, white farmer, Marietta, 25 February and 25 May 1939","#03709, Subseries: ""1.3. Georgia."" Folder 151","Barie, A. G. (interviewer)",From around the World to a Georgia Farm
152,yes,922,1,1,"Barie, A. G. (interviewer): Another version of the above interview",,"#03709, Subseries: ""1.3. Georgia."" Folder 152","Barie, A. G. (interviewer)",Another version of the above interview
153,yes,918,1,1,"Bonner, Bessie (interviewer): The Relief Lady","Nell Pentecost, no date given, no place given, white, county relief director, Carrolton, 1 July 1939","#03709, Subseries: ""1.3. Georgia."" Folder 153","Bonner, Bessie (interviewer)",The Relief Lady
154,yes,925,1,1,"Bradley, Leola T., and Maggie Freeman (interviewers): Right Livin'","Evie Louvenia Robinson, circa 1881, Oglethorpe County, white, practical nurse WPA Housekeepers Project, Athens, 1 November and 22 November 1939","#03709, Subseries: ""1.3. Georgia."" Folder 154","Bradley, Leola T., and Maggie Freeman (interviewers)",Right Livin'
155,yes,893,1,1,Bradley and Freeman (interviewers): Reverses,"Hazel Hoff, no date given, Chattanooga, Tenn., white, district manager Avon products, Athens, 11, 16, and 24 November 1939","#03709, Subseries: ""1.3. Georgia."" Folder 155",Bradley and Freeman (interviewers),Reverses
156,yes,871,1,1,Bradley and Freeman (interviewers): Julie Nickerson,"Mattie Julia Nichols, no date given, Gum Springs, white, WPA librarian, Athens, 16 October, and 9 November 1939","#03709, Subseries: ""1.3. Georgia."" Folder 156",Bradley and Freeman (interviewers),Julie Nickerson
157,yes,938,1,1,Bradley and Rudene Hix (interviewers): A Self Made Man,"L. L. Jordan, no date given, Mecklenburg County, N.C., white, painter, Athens, 13 and 29 September 1939","#03709, Subseries: ""1.3. Georgia."" Folder 157",Bradley and Rudene Hix (interviewers),A Self Made Man
158,yes,968,1,1,"Bradley and John N. Booth (interviewer): ""De Luck is in De Lawd""","Minnie Davis, circa 1861, [Greene County?], black, teacher, Athens, 23 and 28 August, and 29 November 1939","#03709, Subseries: ""1.3. Georgia."" Folder 158",Bradley and John N. Booth (interviewer),"""De Luck is in De Lawd"""
159,yes,874,1,1,"Conway, George (interviewer): Captain X","Captain Allan F. Leigh, no date given, Hull, England, English, sea captain, Athens, 17 January 1939","#03709, Subseries: ""1.3. Georgia."" Folder 159","Conway, George (interviewer)",Captain X
160,yes,956,1,1,"Fowler, Carrie (interviewer): The Piano Salesman","Fred Trammel, no date given, no place given, white, salesman, Athens, 4 January 1939","#03709, Subseries: ""1.3. Georgia."" Folder 160","Fowler, Carrie (interviewer)",The Piano Salesman
161,yes,923,1,1,"Ginsberg, Freda (interviewer): Papa","Nathan Wild, [1897?], Yvey, Poland, Jewish, grocer, Savannah, 16 January 1939","#03709, Subseries: ""1.3. Georgia."" Folder 161","Ginsberg, Freda (interviewer)",Papa
